Words,TF-IDF
седую,0.0033426215072086193
славно,0.0022284143381390794
прислужницам,0.0022284143381390794
коварно,0.0022284143381390794
сокол,0.0022284143381390794
сжалится,0.0022284143381390794
пышноволосым,0.0022284143381390794
паду,0.0022284143381390794
сельскою,0.0022284143381390794
пустите,0.0022284143381390794
увидала,0.0022284143381390794
астианакс,0.0022284143381390794
рыдая,0.00219979043094415
троянок,0.00219979043094415
бедной,0.002187120291616039
детства,0.002187120291616039
умоляли,0.002187120291616039
несется,0.002187120291616039
псы,0.0021485396940064535
ахиллес,0.002055284133901309
ясень,0.0019441069258809235
вратами,0.0018845413127979269
преследуя,0.0018845413127979269
гортани,0.0017423876066688486
вьется,0.0017423876066688486
увидим,0.0017423876066688486
умершему,0.0017423876066688486
ключей,0.0017423876066688486
победить,0.0017423876066688486
скейских,0.0017423876066688486
вопли,0.0017423876066688486
горю,0.0017423876066688486
деифоба,0.0017423876066688486
родными,0.0017423876066688486
злополучная,0.0017423876066688486
мрачно,0.0017423876066688486
забуду,0.0017423876066688486
пожалей,0.0017423876066688486
оборачивал,0.0017423876066688486
пелея,0.0017193651267057638
звезда,0.0016498428232081122
растерзают,0.0016498428232081122
богатства,0.0016498428232081122
края,0.0014580801944106927
обнажив,0.0014580801944106927
гекторе,0.0014580801944106927
троянки,0.0014580801944106927
твори,0.0014580801944106927
стенали,0.0014580801944106927
гекуба,0.0014580801944106927
несчастным,0.0014580801944106927
избыть,0.0014580801944106927
жадный,0.0014580801944106927
стократ,0.0014580801944106927
пышная,0.0014580801944106927
стены,0.0013182442869747514
гонит,0.0012959472019418363
илионе,0.0012959472019418363
стен,0.0012959472019418363
уповая,0.0012563608751986178
одре,0.0012563608751986178
бьется,0.0012563608751986178
спал,0.0012563608751986178
враг,0.0012563608751986178
менее,0.0012563608751986178
смотрели,0.0012563608751986178
головою,0.0012563608751986178
роковую,0.0012563608751986178
подымает,0.0012563608751986178
оставлю,0.0012563608751986178
каким,0.0012563608751986178
пойду,0.0011555012155925804
нежели,0.0011555012155925804
илионских,0.0011555012155925804
последний,0.0011555012155925804
пышешь,0.0011142071690695397
нового,0.0011142071690695397
медноконечный,0.0011142071690695397
предается,0.0011142071690695397
прободи,0.0011142071690695397
почтит,0.0011142071690695397
погребенный,0.0011142071690695397
терзание,0.0011142071690695397
враждебны,0.0011142071690695397
трепещи,0.0011142071690695397
сеть,0.0011142071690695397
заклинаю,0.0011142071690695397
левого,0.0011142071690695397
беговой,0.0011142071690695397
лишишься,0.0011142071690695397
псом,0.0011142071690695397
осязанию,0.0011142071690695397
злополучными,0.0011142071690695397
утомленного,0.0011142071690695397
горестью,0.0011142071690695397
призовем,0.0011142071690695397
прекрасноплетеные,0.0011142071690695397
обнажалася,0.0011142071690695397
казнью,0.0011142071690695397
бесконечное,0.0011142071690695397
терема,0.0011142071690695397
сохраним,0.0011142071690695397
взглянувши,0.0011142071690695397
растерзал,0.0011142071690695397
гибельным,0.0011142071690695397
дейфоб,0.0011142071690695397
крикнет,0.0011142071690695397
быстрейшая,0.0011142071690695397
геройстве,0.0011142071690695397
сырое,0.0011142071690695397
невесток,0.0011142071690695397
удалялся,0.0011142071690695397
челнок,0.0011142071690695397
хранителя,0.0011142071690695397
оленя,0.0011142071690695397
звезд,0.0011142071690695397
ценного,0.0011142071690695397
расстилался,0.0011142071690695397
следит,0.0011142071690695397
потупил,0.0011142071690695397
почитать,0.0011142071690695397
причастен,0.0011142071690695397
спала,0.0011142071690695397
вышлют,0.0011142071690695397
мститель,0.0011142071690695397
влачусь,0.0011142071690695397
встретим,0.0011142071690695397
пугливого,0.0011142071690695397
гонимого,0.0011142071690695397
скатах,0.0011142071690695397
чуждый,0.0011142071690695397
согласимся,0.0011142071690695397
укроюсь,0.0011142071690695397
трав,0.0011142071690695397
позора,0.0011142071690695397
геспер,0.0011142071690695397
согласием,0.0011142071690695397
цветные,0.0011142071690695397
данаев1,0.0011142071690695397
уподобясь,0.0011142071690695397
невидима,0.0011142071690695397
убитую,0.0011142071690695397
сиротливому,0.0011142071690695397
полетит,0.0011142071690695397
жди,0.0011142071690695397
водоемы,0.0011142071690695397
золото,0.0011142071690695397
едином,0.0011142071690695397
выступала,0.0011142071690695397
опершись,0.0011142071690695397
пещеры,0.0011142071690695397
дорогое,0.0011142071690695397
вторым,0.0011142071690695397
раздела,0.0011142071690695397
бегоборцев,0.0011142071690695397
чудесною,0.0011142071690695397
бросать,0.0011142071690695397
заботясь,0.0011142071690695397
сыщет,0.0011142071690695397
мягче,0.0011142071690695397
вытекают,0.0011142071690695397
тоске,0.0011142071690695397
младенчества,0.0011142071690695397
всходящее,0.0011142071690695397
устроены,0.0011142071690695397
проколол,0.0011142071690695397
бесценного,0.0011142071690695397
остальные,0.0011142071690695397
привезут,0.0011142071690695397
кинется,0.0011142071690695397
подъемлет,0.0011142071690695397
дейфобу,0.0011142071690695397
принуждая,0.0011142071690695397
безотрадный,0.0011142071690695397
дочерью,0.0011142071690695397
теплая,0.0011142071690695397
невозможна,0.0011142071690695397
перстию,0.0011142071690695397
голубкой,0.0011142071690695397
отомстил,0.0011142071690695397
союза,0.0011142071690695397
жесточайшему,0.0011142071690695397
одинакою,0.0011142071690695397
блистая,0.0011142071690695397
извиваяся,0.0011142071690695397
пергамской,0.0011142071690695397
андромахины,0.0011142071690695397
молодого,0.0011142071690695397
привратные,0.0011142071690695397
изощренное,0.0011142071690695397
никаких,0.0011142071690695397
называя,0.0011142071690695397
убьешь,0.0011142071690695397
неутешной,0.0011142071690695397
аидовы,0.0011142071690695397
волочиться,0.0011142071690695397
судил,0.0011142071690695397
дорогою,0.0011142071690695397
узоры,0.0011142071690695397
указуя,0.0011142071690695397
прибежали,0.0011142071690695397
риз,0.0011142071690695397
разбиваемых,0.0011142071690695397
бывает,0.0011142071690695397
огнистыми,0.0011142071690695397
бледную,0.0011142071690695397
огневицы,0.0011142071690695397
доли,0.0011142071690695397
шумящей,0.0011142071690695397
трапезах,0.0011142071690695397
одеяния,0.0011142071690695397
вздрогнула,0.0011142071690695397
отрадою,0.0011142071690695397
спасешь,0.0011142071690695397
скрыться,0.0011142071690695397
ванна,0.0011142071690695397
опозорить,0.0011142071690695397
безжалостно,0.0011142071690695397
троекратно,0.0011142071690695397
склоняяся,0.0011142071690695397
нечто,0.0011142071690695397
несказанной,0.0011142071690695397
тесмы,0.0011142071690695397
раздавалися,0.0011142071690695397
плачевнейший,0.0011142071690695397
толкая,0.0011142071690695397
приближаяся,0.0011142071690695397
совлеку,0.0011142071690695397
войскам,0.0011142071690695397
прористали,0.0011142071690695397
пирует,0.0011142071690695397
распылавшийся,0.0011142071690695397
сокрылися,0.0011142071690695397
пронзал,0.0011142071690695397
чару,0.0011142071690695397
отцовым,0.0011142071690695397
глубодонных,0.0011142071690695397
дарданских,0.0011142071690695397
кристалл,0.0011142071690695397
огнища,0.0011142071690695397
раздранного,0.0011142071690695397
нежном,0.0011142071690695397
влекомых,0.0011142071690695397
треногом,0.0011142071690695397
омочает,0.0011142071690695397
просящий,0.0011142071690695397
бедном,0.0011142071690695397
колебал,0.0011142071690695397
сделаю,0.0011142071690695397
сиротства,0.0011142071690695397
старце,0.0011142071690695397
волокли,0.0011142071690695397
взлелеял,0.0011142071690695397
спорились,0.0011142071690695397
свидясь,0.0011142071690695397
сложу,0.0011142071690695397
отмщения,0.0011142071690695397
обнимаешь,0.0011142071690695397
скрывать,0.0011142071690695397
часть,0.0011142071690695397
чуткий,0.0011142071690695397
договоров,0.0011142071690695397
преследуешь,0.0011142071690695397
боку,0.0011142071690695397
предаюся,0.0011142071690695397
колесничной,0.0011142071690695397
ввесть,0.0011142071690695397
свирепых,0.0011142071690695397
несясь,0.0011142071690695397
родилась,0.0011142071690695397
молишь,0.0011142071690695397
разрушительной,0.0011142071690695397
сотканных,0.0011142071690695397
имела,0.0011142071690695397
медного,0.0011142071690695397
отражай,0.0011142071690695397
сиротские,0.0011142071690695397
теряют,0.0011142071690695397
укоризны,0.0011142071690695397
царицею,0.0011142071690695397
пронзивший,0.0011142071690695397
утоляла,0.0011142071690695397
умершие,0.0011142071690695397
захватит,0.0011142071690695397
домашнем,0.0011142071690695397
избавляли,0.0011142071690695397
возможно,0.0011142071690695397
остановимся,0.0011142071690695397
искупим,0.0011142071690695397
семейственный,0.0011142071690695397
напоказ,0.0011142071690695397
медноковный,0.0011142071690695397
рассыпался,0.0011142071690695397
рожденья,0.0011142071690695397
потерявшей,0.0011142071690695397
убью,0.0011142071690695397
мете,0.0011142071690695397
сизых,0.0011142071690695397
олени,0.0011142071690695397
казалося,0.0011142071690695397
смиренно,0.0011142071690695397
принесем,0.0011142071690695397
бесполезными,0.0011142071690695397
мирмидонском,0.0011142071690695397
умирающий,0.0011142071690695397
оплачет,0.0011142071690695397
кончины,0.0011142071690695397
всеобщей,0.0011142071690695397
размышляя,0.0011142071690695397
волоча,0.0011142071690695397
мыть,0.0011142071690695397
степь,0.0011142071690695397
скрывшегось,0.0011142071690695397
ленты,0.0011142071690695397
умышляя,0.0011142071690695397
громкой,0.0011142071690695397
лютейшую,0.0011142071690695397
отрадною,0.0011142071690695397
кружились,0.0011142071690695397
источника,0.0011142071690695397
студеный,0.0011142071690695397
примчалися,0.0011142071690695397
лаофоей,0.0011142071690695397
растерзали,0.0011142071690695397
убиваемых,0.0011142071690695397
потребую,0.0011142071690695397
несшегось,0.0011142071690695397
сладостно,0.0011142071690695397
пили,0.0011142071690695397
чувство,0.0011142071690695397
связуют,0.0011142071690695397
предчувствовал,0.0011142071690695397
оглянулась,0.0011142071690695397
зловреднейший,0.0011142071690695397
идите,0.0011142071690695397
альт,0.0011142071690695397
убегать,0.0011142071690695397
воспойте,0.0011142071690695397
ристалися,0.0011142071690695397
вонзишь,0.0011142071690695397
влачимых,0.0011142071690695397
исчезни,0.0011142071690695397
вскормил,0.0011142071690695397
ниспровергнут,0.0011142071690695397
дышу,0.0011142071690695397
ничьего,0.0011142071690695397
зыблется,0.0011142071690695397
подвигли,0.0011142071690695397
заплаканным,0.0011142071690695397
свидетельство,0.0011142071690695397
вмещает,0.0011142071690695397
промолвить,0.0011142071690695397
жертве,0.0011142071690695397
утоляли,0.0011142071690695397
искаженном,0.0011142071690695397
покусимся,0.0011142071690695397
сверкало,0.0011142071690695397
дарданскими,0.0011142071690695397
царевне,0.0011142071690695397
пренебрег,0.0011142071690695397
влекомого,0.0011142071690695397
выпуклосветлым,0.0011142071690695397
рассыпалась,0.0011142071690695397
обещаю,0.0011142071690695397
скончался,0.0011142071690695397
носящиесь,0.0011142071690695397
агнцы,0.0011142071690695397
вздохни,0.0011142071690695397
продевши,0.0011142071690695397
опасность,0.0011142071690695397
оплачу,0.0011142071690695397
погребальном,0.0011142071690695397
смертоносным,0.0011142071690695397
менада,0.0011142071690695397
ядовитых,0.0011142071690695397
глезн,0.0011142071690695397
дружиться,0.0011142071690695397
детский,0.0011142071690695397
разделить,0.0011142071690695397
сирота,0.0011142071690695397
оскверняют,0.0011142071690695397
говорлив,0.0011142071690695397
лучшие,0.0011142071690695397
зломышленны,0.0011142071690695397
отдавши,0.0011142071690695397
светлоструйным,0.0011142071690695397
ненасытного,0.0011142071690695397
влачимое,0.0011142071690695397
отгонит,0.0011142071690695397
илионяне,0.0011142071690695397
заключившихся,0.0011142071690695397
развести,0.0011142071690695397
обычная,0.0011142071690695397
отбивал,0.0011142071690695397
зеленого,0.0011142071690695397
неутешная,0.0011142071690695397
близкая,0.0011142071690695397
обнимал,0.0011142071690695397
прислонивши,0.0011142071690695397
сребристые,0.0011142071690695397
запрещая,0.0011142071690695397
раменами,0.0011142071690695397
стрелометный,0.0011142071690695397
ключам,0.0011142071690695397
пещерой,0.0011142071690695397
макая,0.0011142071690695397
прозрачная,0.0011142071690695397
длинноодежных,0.0011142071690695397
браду,0.0011142071690695397
пролетевшая,0.0011142071690695397
несмиримого,0.0011142071690695397
свекрови,0.0011142071690695397
нападет,0.0011142071690695397
сирый,0.0011142071690695397
помышлениям,0.0011142071690695397
божиим,0.0011142071690695397
питался,0.0011142071690695397
коварен,0.0011142071690695397
разрешить,0.0011142071690695397
тереме,0.0011142071690695397
счастливец,0.0011142071690695397
договоры,0.0011142071690695397
отдаленнейшем,0.0011142071690695397
послушать,0.0011142071690695397
уловить,0.0011142071690695397
пожирающих,0.0011142071690695397
беспокровного,0.0011142071690695397
растрепавшись,0.0011142071690695397
сраженному,0.0011142071690695397
чаще,0.0011142071690695397
броситься,0.0011142071690695397
злосчастном,0.0011142071690695397
припадает,0.0011142071690695397
моленьем,0.0011142071690695397
седые,0.0011142071690695397
давай,0.0011142071690695397
светлобляшный,0.0011142071690695397
сведет,0.0011142071690695397
взвесить,0.0011142071690695397
бросал,0.0011142071690695397
распростирающийся,0.0011142071690695397
громимые,0.0011142071690695397
вдовице,0.0011142071690695397
надежно,0.0011142071690695397
продав,0.0011142071690695397
упьются,0.0011142071690695397
вбежав,0.0011142071690695397
сведу,0.0011142071690695397
рвавшегось,0.0011142071690695397
сокрушалось,0.0011142071690695397
