Words,TF-IDF
представил,0.00448681164045201
сестры,0.0031289111389236545
фетида,0.0029516843956588316
работал,0.002869188048010736
нереиды,0.002869188048010736
воздохнув,0.002869188048010736
патрокла,0.002371153452754306
сделал,0.002361347516527065
защитой,0.002243405820226005
далее,0.002243405820226005
пляшут,0.002243405820226005
завтра,0.0021568314565883653
нимфа,0.0020859407592824365
гефест,0.0019836827293130866
тоскует,0.0019127920320071573
поразителен,0.0019127920320071573
хор,0.0019127920320071573
заседают,0.0019127920320071573
прекрасноволосой,0.0019127920320071573
закрытая,0.0019127920320071573
поставив,0.0019127920320071573
льняные,0.0019127920320071573
вертеп,0.0019127920320071573
снаряды,0.0019127920320071573
саду,0.0019127920320071573
выделал,0.0019127920320071573
нереид,0.0019127920320071573
меха,0.0019127920320071573
хромого,0.0019127920320071573
вечери,0.0019127920320071573
приделал,0.0019127920320071573
серебристый,0.0019127920320071573
харита,0.0019127920320071573
раската,0.0019127920320071573
отпустила,0.0019127920320071573
покровом,0.0018882222827148886
глубокого,0.0018882222827148886
рыдая,0.0018882222827148886
властелин,0.001877346683354193
бьются,0.001877346683354193
выходят,0.001877346683354193
пастыри,0.001877346683354193
круге,0.001877346683354193
потерял,0.001877346683354193
ветрам,0.001877346683354193
олова,0.001877346683354193
огонь,0.0015807689685028708
сверкая,0.00149560388015067
ковал,0.00149560388015067
риза,0.00149560388015067
городу,0.00149560388015067
речному,0.00149560388015067
площади,0.00149560388015067
паству,0.00149560388015067
вертограде,0.00149560388015067
белую,0.00149560388015067
звонкой,0.00149560388015067
львов,0.00149560388015067
ориона,0.00149560388015067
выхожу,0.00149560388015067
стеня,0.00149560388015067
драгой,0.00149560388015067
посетила,0.00149560388015067
возрос,0.00149560388015067
редко,0.00149560388015067
сестрой,0.00149560388015067
заре,0.00149560388015067
прискорбно,0.00149560388015067
обливаясь,0.00149560388015067
чертогов,0.00149560388015067
лик,0.00149560388015067
посещаешь,0.00149560388015067
благовонная,0.00149560388015067
ходят,0.00149560388015067
пронзенного,0.0014161667120361665
нападают,0.0014161667120361665
столь,0.0014161667120361665
билися,0.0014161667120361665
слезами,0.0014161667120361665
хромоногий,0.0014161667120361665
золотые,0.0014161667120361665
подобная,0.0013224551528753909
юноши,0.0013224551528753909
гефеста,0.0013224551528753909
одну,0.0012515644555694619
приходишь,0.0012515644555694619
увидевши,0.0012515644555694619
услышали,0.0012515644555694619
троне,0.0012515644555694619
поставить,0.0012515644555694619
юного,0.0012515644555694619
тревогу,0.0012515644555694619
елеем,0.0012515644555694619
советовать,0.0012515644555694619
гефесту,0.0012515644555694619
ополчася,0.0012515644555694619
собирались,0.0012515644555694619
пышная,0.0012515644555694619
цвет,0.0012515644555694619
мчатся,0.0012515644555694619
отступить,0.0012515644555694619
пастырей,0.0012515644555694619
отеческом,0.0012515644555694619
бессмертная,0.0012515644555694619
данайские,0.0012515644555694619
тонким,0.0012515644555694619
граждане,0.0012515644555694619
громким,0.0012515644555694619
творческим,0.0012515644555694619
фетиду,0.0012515644555694619
океан,0.0012515644555694619
положив,0.0012515644555694619
грустный,0.0012515644555694619
ирида,0.0011806737582635324
супруга,0.0011738953713849175
идут,0.001112395230703099
чертогах,0.001112395230703099
какая,0.001112395230703099
милая,0.001112395230703099
месту,0.0010784157282941827
патроклом,0.0010784157282941827
спасть,0.0010784157282941827
возопила,0.0010784157282941827
сияние,0.0010784157282941827
цветущие,0.0010784157282941827
призывал,0.0010784157282941827
другою,0.0010784157282941827
блестящим,0.0010784157282941827
дым,0.0010784157282941827
прекраснейший,0.0010784157282941827
обращаясь,0.0010784157282941827
помочь,0.0010784157282941827
замыслам,0.0010784157282941827
живет,0.0010784157282941827
вводит,0.0010784157282941827
изящно,0.0010784157282941827
воспитала,0.0010784157282941827
шумный,0.0010784157282941827
какими,0.0010784157282941827
страдать,0.0010784157282941827
смотрят,0.0010784157282941827
битвою,0.0010784157282941827
брегу,0.0010538459790019137
псы,0.0010538459790019137
видит,0.0009918413646565433
богиню,0.0009918413646565433
захочет,0.0009918413646565433
отразители,0.0009563960160035787
налили,0.0009563960160035787
восходящим,0.0009563960160035787
изгложут,0.0009563960160035787
осребренного,0.0009563960160035787
златотронной,0.0009563960160035787
ручек,0.0009563960160035787
актея,0.0009563960160035787
плеяды,0.0009563960160035787
погрузилися,0.0009563960160035787
насадил,0.0009563960160035787
загремит,0.0009563960160035787
ножи,0.0009563960160035787
беспрерывною,0.0009563960160035787
благородно,0.0009563960160035787
вырываяся,0.0009563960160035787
дедал,0.0009563960160035787
любезно,0.0009563960160035787
печалию,0.0009563960160035787
кудревласые,0.0009563960160035787
панопа,0.0009563960160035787
свидетелей,0.0009563960160035787
лягу,0.0009563960160035787
отказался,0.0009563960160035787
тихой,0.0009563960160035787
становятся,0.0009563960160035787
произносит,0.0009563960160035787
венки,0.0009563960160035787
поспешавшему,0.0009563960160035787
украшенном,0.0009563960160035787
бесконечную,0.0009563960160035787
дорожил,0.0009563960160035787
лире,0.0009563960160035787
почила,0.0009563960160035787
изучили,0.0009563960160035787
девам,0.0009563960160035787
докажет,0.0009563960160035787
головоходы,0.0009563960160035787
бывшее,0.0009563960160035787
стыдись,0.0009563960160035787
хитроизмышленных,0.0009563960160035787
приведу,0.0009563960160035787
почувствуй,0.0009563960160035787
изнуряет,0.0009563960160035787
заплатит,0.0009563960160035787
неприятное,0.0009563960160035787
расступаются,0.0009563960160035787
прибрел,0.0009563960160035787
доброхотствуя,0.0009563960160035787
отстоять,0.0009563960160035787
сокрылося,0.0009563960160035787
оград,0.0009563960160035787
эвриномой,0.0009563960160035787
почитаюсь,0.0009563960160035787
укрощают,0.0009563960160035787
напыщенных,0.0009563960160035787
подают,0.0009563960160035787
толпится,0.0009563960160035787
овладеть,0.0009563960160035787
предлагали,0.0009563960160035787
